Size,Nama Gambar,Mean Red,Variance Red,Standar Deviation Red,Skewness Red,Kurtosis Red,Mean Green,Variance Green,StandarDeviation Green,Skewness Green,Kurtosis Green,Mean Blue,Variance Blue,Standar Deviation Blue,Skewness Blue,Kurtosis Blue,Mean Hue,Variance Hue,Standar Deviation Hue,Skewness Hue,Kurtosis Hue,Mean Saturation,Variance Saturation,Standar Deviation Saturation,Skewness Saturation,Kurtosis Saturation,Mean Value,Variance Value,Standar Deviation Value,Skewness Value,Kurtosis Value,Tingkat Kematangan
6,  SC 2.8.JPG, 51.67850916, 1474.65171216, 38.40119416, 0.85907916, -0.06198416, 66.26361416, 1507.67115616, 38.82874116, 0.55258916, -0.46372316, 30.78116416, 840.80984016, 28.99672116, 1.56066616, 2.44458616,  47.10409316, 200.92720416, 14.17487916, 0.03223116, -0.33586216, 150.67435016, 2503.46683116, 50.03465616, -0.07293816, -0.75818516, 67.54472016, 1563.46234516, 39.54064216, 0.53722016, -0.51402716, 2
6,  SC 2.9.JPG, 48.54308716, 934.53502216, 30.57016616, 1.12624516, 1.83571216, 65.01706416, 1041.71109016, 32.27554916, 0.82456216, 0.97400816, 23.36813516, 529.89078716, 23.01935716, 2.14348516, 6.63188716,  44.20301616, 161.83132416, 12.72129416, 0.12206916, 0.38653716, 173.65137816, 2490.30351416, 49.90294116, -0.38977316, -0.68861516, 66.35833916, 1055.17668816, 32.48348316, 0.80260516, 0.88947216, 2
6,  SC 3.1.JPG, 53.94154016, 1768.57420816, 42.05442016, 0.89481016, -0.20426916, 62.83744716, 1481.15798016, 38.48581516, 0.78428716, -0.18296016, 22.23018616, 591.74192816, 24.32574616, 1.82604516, 3.32586016,  41.57507716, 170.85084116, 13.07099216, 0.16845416, -0.42114716, 173.03253416, 2571.22723216, 50.70727016, -0.26709516, -0.66937116, 65.64819116, 1618.54430416, 40.23113616, 0.71164416, -0.39492816, 3
6,  SC 3.10.JPG, 40.56660316, 1082.26135516, 32.89774116, 1.35084016, 1.68294116, 50.87476216, 1020.89996416, 31.95152516, 1.15941716, 1.18927116, 19.88576216, 448.72064316, 21.18302716, 2.41610416, 7.92982516,  44.75959116, 214.08520816, 14.63165116, 0.06647916, -0.55982016, 165.73724116, 2392.06086316, 48.90869916, -0.24129016, -0.71548816, 52.59307316, 1090.71884016, 33.02603316, 1.11246416, 0.97672716, 3
6,  SC 3.11.JPG, 56.57775916, 1070.25881216, 32.71481016, 0.87396616, 0.20652516, 68.05939316, 934.98605516, 30.57754216, 0.82386416, 0.21129216, 33.62805616, 666.17872516, 25.81043816, 1.31675116, 1.82618316,  42.60170216, 140.64073916, 11.85920516, 0.13897316, -0.10803816, 143.35697916, 2336.97121616, 48.34223016, 0.03905216, -0.75569016, 69.56594216, 969.72331016, 31.14038116, 0.76760516, 0.07968216, 3
6,  SC 3.12.JPG, 58.48948616, 1426.87005016, 37.77393316, 0.64501216, -0.34967816, 74.76651016, 1402.53908216, 37.45048816, 0.52624916, -0.29517516, 34.34391916, 955.71565816, 30.91465116, 1.32243516, 1.47716816,  45.06891616, 196.46710816, 14.01667216, 0.16363716, -0.53295216, 155.81019916, 2857.05054016, 53.45138516, -0.16335116, -0.76530816, 76.26742316, 1418.36415016, 37.66117616, 0.47427416, -0.37644716, 3
6,  SC 3.13.JPG, 46.53278716, 1425.40776216, 37.75457316, 1.14793916, 0.54035816, 59.70878816, 1422.50867816, 37.71615916, 0.84617916, 0.00327116, 25.29478816, 604.12362316, 24.57892616, 1.85347716, 4.10727316,  46.60302416, 202.71199116, 14.23769616, 0.08738116, -0.52343016, 154.53014316, 2495.15526616, 49.95152916, 0.01073116, -0.74719316, 60.74447116, 1464.23424416, 38.26531416, 0.82483616, -0.07086416, 3
6,  SC 3.14.JPG, 60.74322716, 1579.23881516, 39.73963816, 0.80818516, -0.02474916, 78.32495016, 1347.96926916, 36.71470116, 0.46441916, -0.40553316, 28.45469716, 630.15948616, 25.10297816, 1.69350116, 3.81748616,  44.51109716, 184.13039716, 13.56946616, 0.08526816, -0.56096016, 170.54499216, 2236.11170316, 47.28754316, -0.23808216, -0.66673916, 80.42367916, 1439.96019216, 37.94680716, 0.44716416, -0.47547316, 3
6,  SC 3.15.JPG, 47.54810116, 1410.74882316, 37.55993616, 1.07025716, 0.36412016, 60.52260316, 1202.92134816, 34.68315716, 0.79814416, -0.01835016, 25.16212516, 585.06712216, 24.18816116, 1.76702416, 3.35656016,  44.97687316, 165.46308216, 12.86324516, -0.12643716, -0.66369516, 160.85144016, 2230.49367216, 47.22810316, -0.19819716, -0.60794416, 62.00517016, 1286.54949516, 35.86850316, 0.78626816, -0.07590816, 3
6,  SC 3.16.JPG, 54.20499916, 1089.33689016, 33.00510416, 0.80835616, 0.00406916, 65.36312016, 980.56463216, 31.31396916, 0.71717916, 0.02960116, 32.17339816, 587.06481716, 24.22942016, 1.29634916, 1.77918516,  43.88510116, 153.64815216, 12.39548916, 0.38395416, 0.02418416, 140.74536516, 2196.33790316, 46.86510316, 0.14115716, -0.67307116, 66.28258316, 1006.53570816, 31.72594716, 0.68181216, -0.06156116, 3
6,  SC 3.17.JPG, 42.11206116, 1047.06211316, 32.35833916, 1.10747816, 0.68959416, 53.18995616, 995.53232916, 31.55205716, 0.76020216, 0.11499116, 18.19916816, 357.46550016, 18.90675816, 1.95314816, 4.55692116,  43.86520016, 179.94731116, 13.41444416, 0.10474016, -0.33564316, 174.37746316, 2384.51199016, 48.83146516, -0.31495016, -0.72687616, 54.86776516, 1065.21154216, 32.63757916, 0.73448616, -0.01084916, 3
6,  SC 3.18.JPG, 43.25681216, 1293.23502516, 35.96157716, 1.12568916, 0.59140016, 56.31694316, 1418.07998316, 37.65740316, 0.98176816, 0.43054416, 27.81315316, 768.34147716, 27.71897316, 1.82699716, 3.86724116,  48.49935916, 213.70006016, 14.61848316, -0.09163516, -0.64775916, 146.27706316, 2366.34825116, 48.64512616, 0.12659316, -0.57104316, 57.34547416, 1460.08471716, 38.21105516, 0.94035616, 0.27991316, 3
6,  SC 3.19.JPG, 56.57775916, 1070.25881216, 32.71481016, 0.87396616, 0.20652516, 68.05939316, 934.98605516, 30.57754216, 0.82386416, 0.21129216, 33.62805616, 666.17872516, 25.81043816, 1.31675116, 1.82618316,  42.60170216, 140.64073916, 11.85920516, 0.13897316, -0.10803816, 143.35697916, 2336.97121616, 48.34223016, 0.03905216, -0.75569016, 69.56594216, 969.72331016, 31.14038116, 0.76760516, 0.07968216, 3
6,  SC 3.2.JPG, 49.41839316, 1290.68811416, 35.92614816, 0.90908516, 0.24595816, 58.15252516, 1046.75485916, 32.35359116, 0.74805516, 0.24265816, 21.02821916, 500.79015416, 22.37834116, 2.03633916, 4.80270216,  41.55257116, 180.39068116, 13.43096016, 0.11247316, -0.67269516, 173.01352716, 2473.23086716, 49.73158816, -0.33342116, -0.59494416, 61.16686716, 1177.69169916, 34.31751316, 0.67818116, 0.00138816, 3
6,  SC 3.20.JPG, 63.35954416, 1421.85330816, 37.70747016, 0.64107016, -0.39545116, 73.13930916, 1357.00694716, 36.83757516, 0.53590716, -0.44257616, 41.56291116, 746.41117716, 27.32052716, 1.03176116, 0.87831816,  44.50211816, 241.40113616, 15.53708916, 0.33257216, -0.50085116, 119.69876016, 1990.88266316, 44.61930816, 0.29470216, -0.59522216, 74.93633116, 1397.15042016, 37.37847516, 0.48700116, -0.51546016, 3
6,  SC 3.3.JPG, 54.20499916, 1089.33689016, 33.00510416, 0.80835616, 0.00406916, 65.36312016, 980.56463216, 31.31396916, 0.71717916, 0.02960116, 32.17339816, 587.06481716, 24.22942016, 1.29634916, 1.77918516,  43.88510116, 153.64815216, 12.39548916, 0.38395416, 0.02418416, 140.74536516, 2196.33790316, 46.86510316, 0.14115716, -0.67307116, 66.28258316, 1006.53570816, 31.72594716, 0.68181216, -0.06156116, 3
6,  SC 3.4.JPG, 54.91580816, 1391.31359916, 37.30031616, 0.80139816, -0.17343116, 69.73564716, 1181.52534916, 34.37332316, 0.52838916, -0.36371216, 23.02460416, 519.27347516, 22.78757316, 1.79412416, 3.74109816,  42.76892016, 170.35711816, 13.05209216, 0.03724616, -0.74202016, 180.10560916, 2144.18876116, 46.30538616, -0.38062116, -0.59418116, 71.93858616, 1258.17192616, 35.47071916, 0.49392216, -0.48423916, 3
6,  SC 3.5.JPG, 72.97286916, 1927.76471516, 43.90631716, 0.66426616, -0.33390916, 92.71178116, 1639.21129816, 40.48717416, 0.44521516, -0.39851316, 39.78295216, 1339.16528016, 36.59460716, 1.39490416, 1.70837616,  44.15170816, 173.01550516, 13.15353616, 0.31111516, -0.31714816, 161.44393016, 2985.48716716, 54.63961216, -0.24713016, -0.75971616, 94.14988116, 1655.06973716, 40.68254816, 0.42014516, -0.43865316, 3
6,  SC 3.6.JPG, 45.53041616, 1638.93578316, 40.48377216, 1.25477016, 0.86101016, 54.25891116, 1540.82012016, 39.25328216, 1.02355116, 0.46286516, 21.40731516, 582.82992916, 24.14187116, 2.36744816, 7.00651616,  44.32934316, 185.50534416, 13.62003516, 0.05719816, -0.42051416, 157.02623716, 2814.41939216, 53.05110216, -0.01758116, -0.79081716, 56.19633116, 1673.81813516, 40.91232316, 0.97847516, 0.24582116, 3
6,  SC 3.7.JPG, 36.55008416, 1113.39109116, 33.36751616, 1.48064916, 1.66767116, 44.26431416, 1068.40498616, 32.68646516, 1.14036216, 0.75724816, 20.15983216, 403.81959016, 20.09526316, 2.33264116, 7.13677616,  47.01045616, 247.68600616, 15.73804316, 0.17263116, -0.39611316, 139.49667716, 2788.18003116, 52.80322016, 0.19888316, -0.77881616, 45.68721616, 1165.00342216, 34.13214616, 1.13493416, 0.68807716, 3
6,  SC 3.8.JPG, 43.20880816, 1309.70995416, 36.18991516, 1.29145716, 1.18247616, 51.45392016, 1194.68923016, 34.56427716, 1.06745716, 0.71912516, 22.36032216, 479.73100416, 21.90276216, 2.03322016, 4.83955416,  45.10059516, 244.97666416, 15.65173016, -0.14384116, -0.91509316, 149.18793516, 2592.24490116, 50.91409316, 0.17874716, -0.68900016, 54.01185516, 1329.75858616, 36.46585516, 1.01884516, 0.48793216, 3
6,  SC 3.9.JPG, 47.87798816, 1284.59029816, 35.84118216, 1.08442516, 0.59546916, 58.59443416, 1212.76981716, 34.82484516, 0.89036316, 0.26363416, 26.66653716, 666.02084416, 25.80738016, 1.73375816, 3.31574016,  44.89967716, 220.04307216, 14.83384916, 0.04379516, -0.64016916, 153.03257316, 2863.01130016, 53.50711416, 0.00034916, -0.89581316, 60.73502516, 1291.51227016, 35.93761616, 0.83466416, 0.06185016, 3
6,  SC 4.1.JPG, 48.86757116, 873.08628716, 29.54803416, 0.70318016, 0.46935616, 54.64080516, 1042.47250616, 32.28734316, 0.96329016, 0.87077016, 28.03175716, 901.06402316, 30.01772816, 1.65109616, 2.79861216,  39.40206816, 218.79868716, 14.79184516, 0.61247716, -0.26677016, 153.92898516, 3678.93179116, 60.65419816, -0.04897916, -1.08557916, 57.37758016, 1031.16528816, 32.11176216, 0.80905516, 0.65969916, 4
6,  SC 4.10.JPG, 56.03268916, 959.28249716, 30.97228616, 0.55879516, 0.10109916, 59.61620116, 1109.32202316, 33.30648616, 0.89408116, 0.58517816, 28.11272216, 909.71605016, 30.16149916, 1.52621316, 2.20765816,  35.36494716, 159.98781416, 12.64862916, 0.64670316, 0.06007816, 163.21005216, 4036.48483616, 63.53333616, -0.23046116, -1.13524016, 63.76009616, 1088.16175516, 32.98729716, 0.68849716, 0.33491516, 4
6,  SC 4.11.JPG, 48.33618416, 1203.96343616, 34.69817616, 1.06272916, 0.61779916, 63.77494516, 1084.19120516, 32.92705916, 0.66035416, -0.02631016, 22.89431316, 481.32759216, 21.93917916, 1.67961916, 3.39462616,  45.46402616, 196.11546516, 14.00412316, 0.19356116, -0.30267016, 172.89711216, 2441.47503116, 49.41128416, -0.25147816, -0.84772316, 65.28491516, 1140.55957316, 33.77217216, 0.63667916, -0.12805516, 4
6,  SC 4.12.JPG, 48.11400516, 895.88558816, 29.93134816, 0.91274516, 0.32914716, 64.54363116, 809.14968416, 28.44555616, 0.72403916, 0.48191416, 24.83799116, 632.34038516, 25.14637916, 1.70572916, 3.23631516,  45.35729016, 187.76785316, 13.70284116, 0.37585916, 0.16729316, 171.01652016, 3122.74757016, 55.88154916, -0.33887516, -0.92269516, 65.77094116, 830.93155416, 28.82588316, 0.68701116, 0.33099816, 4
6,  SC 4.13.JPG, 43.85602716, 1002.47511216, 31.66188716, 1.14473916, 0.72600416, 61.88700616, 1063.79314816, 32.61584216, 0.75326416, -0.10061516, 23.97477416, 441.56552216, 21.01346116, 1.56041016, 2.50106216,  47.78011416, 172.22798416, 13.12356616, 0.05900016, -0.00555216, 164.49768716, 2218.44622616, 47.10038516, -0.16161616, -0.76664116, 62.63474216, 1080.29762416, 32.86788116, 0.73669616, -0.14424916, 4
6,  SC 4.14.JPG, 49.25766716, 1346.99459416, 36.70142516, 1.04797616, 0.28739716, 67.31119116, 1191.86459616, 34.52339216, 0.55714716, -0.46308116, 24.92401016, 475.83738016, 21.81369716, 1.37843816, 1.76804416,  47.25471316, 186.66492516, 13.66253716, 0.03329316, -0.32679816, 169.24433516, 2180.54933216, 46.69635216, -0.11991516, -0.83738016, 68.68107416, 1272.61440616, 35.67372216, 0.56879816, -0.48724416, 4
6,  SC 4.15.JPG, 43.94861416, 1099.97364816, 33.16585116, 1.14222216, 0.60483916, 62.97018716, 1101.37487916, 33.18696916, 0.69243316, -0.06325316, 20.69821616, 395.10273516, 19.87719116, 1.64237616, 3.18211716,  47.72802916, 169.23315016, 13.00896416, -0.02197616, -0.17876916, 178.29785816, 2256.96830116, 47.50756016, -0.24329716, -0.88016616, 63.85703716, 1123.11856416, 33.51296116, 0.66324416, -0.14713716, 4
6,  SC 4.16.JPG, 43.59109116, 1294.28221616, 35.97613416, 1.16990116, 0.55366016, 58.14148616, 1199.86554416, 34.63907516, 0.82623516, 0.01645016, 20.17852816, 399.47730016, 19.98692816, 1.74297916, 3.20292216,  46.84802016, 197.73115716, 14.06169116, 0.08991516, -0.30086316, 172.39386616, 2274.57606916, 47.69251616, -0.16768016, -0.84567216, 59.53939416, 1271.05900016, 35.65191416, 0.79026216, -0.11958816, 4
6,  SC 4.17.JPG, 47.95891516, 1149.87979416, 33.90987816, 1.12599816, 0.69932916, 64.50802716, 1011.44057016, 31.80315316, 0.70547516, 0.06403116, 23.17592416, 518.88127816, 22.77896616, 1.73657816, 3.25027216,  45.72837916, 180.62325716, 13.43961516, 0.22085916, -0.02694516, 173.15715016, 2548.22598316, 50.47995616, -0.31738116, -0.85431016, 65.72919516, 1055.35832616, 32.48627916, 0.69645616, -0.02187416, 4
6,  SC 4.18.JPG, 50.36378116, 1381.09136216, 37.16303816, 0.97620416, 0.09635116, 67.41186316, 1192.53937316, 34.53316316, 0.58094216, -0.43938316, 24.88241916, 485.86827816, 22.04242016, 1.41739216, 1.88466716,  46.55229916, 185.42343916, 13.61702816, 0.03140416, -0.49909116, 170.10393816, 2200.00567816, 46.90421816, -0.16450016, -0.81556316, 68.89361416, 1272.59417816, 35.67343816, 0.57816816, -0.48948116, 4
6,  SC 4.19.JPG, 49.94865316, 1286.60503716, 35.86927716, 0.88019116, -0.11792516, 63.52003716, 1252.98722816, 35.39756016, 0.62753016, -0.27889616, 28.26614116, 723.72311016, 26.90210216, 1.73907716, 3.27342116,  47.75939716, 264.05491216, 16.24976716, 0.30465216, -0.50413316, 151.90803416, 2932.58938116, 54.15338816, 0.06210316, -0.90610716, 64.95868216, 1308.82333416, 36.17766316, 0.59096616, -0.40472216, 4
6,  SC 4.2.JPG, 36.90337016, 915.48113916, 30.25691916, 1.34825816, 1.56043016, 49.23088616, 1001.01969016, 31.63889516, 1.04424716, 0.87345116, 22.34384116, 577.55719416, 24.03242016, 1.99627316, 4.45304916,  48.97869916, 206.15129916, 14.35797016, 0.28821116, 0.31746616, 152.07253116, 3022.49120216, 54.97718816, -0.08197616, -0.97347816, 50.07875016, 1041.29341716, 32.26907816, 1.00762016, 0.70285516, 4
6,  SC 4.20.JPG, 46.89571316, 1040.08610716, 32.25036616, 1.01660716, 0.36393116, 66.66370016, 933.33920316, 30.55060116, 0.58290716, -0.01506016, 19.57278316, 373.09023816, 19.31554416, 1.72893316, 3.50624816,  46.07233616, 145.99597216, 12.08287916, 0.11374316, -0.04488116, 186.84572616, 2193.99279716, 46.84007716, -0.43819516, -0.80187716, 67.53578016, 960.06525816, 30.98492016, 0.57278716, -0.08804716, 4
6,  SC 4.3.JPG, 52.28258216, 1431.76116116, 37.83862016, 0.80950616, -0.31779616, 67.26314816, 1155.80410816, 33.99711916, 0.54328716, -0.33054316, 22.59221816, 551.27470116, 23.47924016, 1.69819616, 3.08045216,  45.24732816, 214.51252616, 14.64624616, 0.21998716, -0.45761416, 178.37248816, 2700.97642316, 51.97091916, -0.29469616, -0.91631516, 69.35118716, 1243.95996416, 35.26981716, 0.49641816, -0.51624116, 4
6,  SC 4.4.JPG, 46.65720816, 1318.22669416, 36.30739216, 1.03989416, 0.17291116, 62.19753616, 1117.20166916, 33.42456716, 0.71664216, -0.10553616, 23.42791616, 464.28329616, 21.54723416, 1.65063216, 3.09681516,  47.64815216, 226.39201916, 15.04632916, 0.03484216, -0.57176916, 168.83138316, 2256.13179416, 47.49875616, -0.16815416, -0.78890616, 63.98328616, 1211.42357216, 34.80551116, 0.67898816, -0.27774516, 4
6,  SC 4.5.JPG, 42.14098016, 1003.67751216, 31.68087016, 1.02377816, 0.32720916, 55.33323016, 1052.01586816, 32.43479416, 0.76700316, -0.04273916, 27.94733216, 608.76380416, 24.67313916, 1.53899116, 2.55336716,  51.21102316, 289.68737316, 17.02020516, 0.13930416, -0.62323116, 141.16371916, 2611.34542516, 51.10132516, 0.26013816, -0.64559416, 56.36277116, 1089.47902016, 33.00725716, 0.73183916, -0.16065316, 4
6,  SC 4.6.JPG, 43.37209916, 1093.62446116, 33.06999316, 1.24150916, 0.98030416, 60.69207416, 1147.76617516, 33.87869816, 0.72850716, -0.20207916, 23.86877616, 495.26568416, 22.25456516, 1.76145316, 3.56624316,  48.08839016, 174.85878116, 13.22341816, 0.10666816, -0.16284116, 162.83593116, 2390.89786516, 48.89680816, -0.13033916, -0.78640016, 61.33700016, 1176.74991116, 34.30378916, 0.73362416, -0.20104916, 4
6,  SC 4.7.JPG, 52.27333216, 1441.63320916, 37.96884516, 0.90281516, -0.05468616, 67.39180616, 1203.11352716, 34.68592716, 0.58261916, -0.22616916, 22.92486516, 511.39080216, 22.61395116, 1.71693616, 3.38137616,  45.15287416, 206.02976516, 14.35373716, 0.13452716, -0.49405916, 175.95460016, 2517.89150916, 50.17859616, -0.31485616, -0.81186316, 69.59400616, 1300.83605716, 36.06710516, 0.54341416, -0.39880616, 4
6,  SC 4.8.JPG, 56.75154516, 1142.92155316, 33.80712316, 0.53453216, -0.59325216, 72.03171816, 966.98601116, 31.09639916, 0.24767116, -0.63131716, 22.53476916, 438.50356316, 20.94047716, 1.55783916, 2.74180616,  41.93547616, 133.84874816, 11.56930216, 0.19710616, -0.10193116, 183.21440516, 2229.86789016, 47.22147716, -0.53048216, -0.46787316, 73.84506616, 1016.94272116, 31.88953916, 0.21494716, -0.72068116, 4
6,  SC 4.9.JPG, 50.25525716, 1005.67560916, 31.71238916, 0.86330916, 0.14699616, 65.12185616, 932.48616116, 30.53663616, 0.56055916, -0.20757716, 20.74334416, 416.31463516, 20.40379016, 1.64367316, 2.88000016,  42.75411016, 145.66953716, 12.06936416, 0.32030816, -0.06326916, 181.90391416, 2283.35600116, 47.78447416, -0.41288916, -0.68650216, 66.26536316, 954.52636916, 30.89541016, 0.55902216, -0.22634616, 4
6,  SC 5.1.JPG, 57.21623216, 1222.91767516, 34.97024016, 0.50587116, -0.39835616, 61.62063216, 1250.01614616, 35.35556716, 0.67973316, -0.22425916, 32.25646216, 952.38691816, 30.86076716, 1.19813616, 0.88971716,  37.57099516, 216.38817116, 14.71013816, 0.47612016, -0.47586016, 151.09896216, 3573.85602316, 59.78173716, -0.07384516, -1.06472316, 65.77307916, 1252.74777416, 35.39417716, 0.51282316, -0.35195316, 5
6,  SC 5.10.JPG, 58.26400316, 1181.82721316, 34.37771416, 0.76567616, 0.07746116, 64.92230016, 1037.41458716, 32.20892116, 0.70909216, 0.06331816, 31.61258616, 596.59354916, 24.42526516, 1.43422716, 2.38730816,  40.87452916, 223.44985516, 14.94823916, 0.44521516, -0.37834716, 142.63944516, 2410.37858616, 49.09560716, 0.05662716, -0.74936116, 68.06328016, 1129.39248216, 33.60643516, 0.63370216, -0.10392216, 5
6,  SC 5.11.JPG, 65.84393816, 1245.74587616, 35.29512516, 0.49289616, -0.44723416, 73.63971716, 1033.75206216, 32.15201516, 0.49500616, -0.23459616, 34.20799216, 596.66438816, 24.42671516, 1.23169716, 1.68518616,  39.56357116, 182.25739616, 13.50027416, 0.35373716, -0.37763216, 146.96334616, 2245.00468116, 47.38148016, 0.02123716, -0.65502516, 77.02499316, 1139.15816416, 33.75141716, 0.41858416, -0.41152716, 5
6,  SC 5.12.JPG, 56.23943716, 1253.30790116, 35.40208916, 0.83082216, 0.13251916, 62.77144616, 1054.72285316, 32.47649716, 0.72883416, 0.14886716, 28.88926016, 548.66421116, 23.42358216, 1.59108516, 3.26196716,  39.97947716, 186.97664516, 13.67394016, 0.36310316, -0.39003416, 147.71473516, 2324.66117716, 48.21474016, -0.00685116, -0.67671416, 65.64465316, 1165.60232516, 34.14091916, 0.68017116, -0.02925916, 5
6,  SC 5.13.JPG, 56.70358016, 1144.22776616, 33.82643616, 0.74341416, 0.04229016, 64.13083516, 1017.78852616, 31.90279816, 0.65807116, 0.03149916, 30.52073716, 515.99683916, 22.71556416, 1.42978116, 2.45449716,  41.02930816, 211.96726716, 14.55909616, 0.39156516, -0.41394916, 142.72938916, 2171.54995016, 46.59989216, 0.10731516, -0.66622716, 66.81879016, 1096.64771816, 33.11567216, 0.59270616, -0.14646816, 5
6,  SC 5.14.JPG, 62.48303316, 1354.13163116, 36.79852816, 0.52120916, -0.58581816, 67.64885116, 1048.55211616, 32.38135416, 0.52274616, -0.33183216, 26.84094516, 493.60122616, 22.21713816, 1.26996416, 1.56408316,  38.86092416, 193.74447616, 13.91921216, 0.49800316, -0.33285516, 163.74979616, 2477.73631516, 49.77686516, -0.18060316, -0.78385816, 72.06786616, 1195.76830916, 34.57988316, 0.39613816, -0.57862916, 5
6,  SC 5.15.JPG, 55.36319816, 1064.59870516, 32.62818916, 0.84759116, 0.16710016, 61.19170516, 913.13171516, 30.21806916, 0.80175316, 0.24275616, 30.30578816, 552.08875716, 23.49656916, 1.41426416, 2.25281916,  39.74093416, 218.29722216, 14.77488516, 0.48775516, -0.30390016, 141.77094116, 2483.88397616, 49.83857916, 0.03982716, -0.83768416, 64.18587516, 996.31233616, 31.56441616, 0.74142216, 0.04215016, 5
6,  SC 5.16.JPG, 49.50818216, 1021.84000716, 31.96623216, 0.74931416, 0.15226616, 55.08784516, 1137.22729816, 33.72280116, 1.00235016, 0.72159216, 29.30858616, 933.48803316, 30.55303616, 1.59229716, 2.50540116,  39.63757916, 234.59810316, 15.31659616, 0.51127116, -0.37335316, 149.64780216, 3546.70542416, 59.55422316, -0.02090616, -1.05898716, 58.05803216, 1143.30484216, 33.81279116, 0.85144716, 0.47958716, 5
6,  SC 5.17.JPG, 78.79309716, 1712.52902316, 41.38271416, 0.05838416, -0.96851416, 73.45982816, 1186.75068916, 34.44924816, 0.47120016, -0.42205416, 24.09025516, 805.10434716, 28.37436116, 1.53186316, 1.91338616,  30.59435616, 124.46772516, 11.15651016, 0.75716416, 0.11332416, 191.81315316, 3371.27290816, 58.06266416, -0.85785316, -0.24333416, 84.59054716, 1431.08764816, 37.82971916, 0.08701116, -0.82383116, 5
6,  SC 5.18.JPG, 65.13779316, 1859.76928116, 43.12504216, 0.83316716, -0.06490116, 70.84145116, 1574.44920616, 39.67933016, 0.75145516, -0.01369416, 35.69436816, 673.60288516, 25.95386116, 1.41120716, 2.09904916,  40.58654316, 172.38890916, 13.12969616, 0.22753416, -0.67450116, 130.04691616, 2086.59513216, 45.67926416, 0.30076716, -0.42385516, 73.66747016, 1743.39983716, 41.75404016, 0.70596116, -0.19778116, 5
6,  SC 5.19.JPG, 57.76223416, 1240.61838616, 35.22241316, 0.65397916, -0.33574216, 62.51051416, 1003.05748716, 31.67108316, 0.62631416, -0.17747016, 27.11707516, 475.00199716, 21.79454116, 1.31278516, 1.72648316,  38.98258616, 198.77478816, 14.09875116, 0.61116216, -0.13773616, 153.89695616, 2524.30505416, 50.24246316, -0.08623316, -0.79110016, 65.89960016, 1112.38986516, 33.35250916, 0.55801216, -0.34130316, 5
6,  SC 5.2.JPG, 72.17468016, 1254.11307616, 35.41345916, 0.24809016, -0.72996116, 71.37859116, 886.46251016, 29.77352016, 0.52467916, -0.13446316, 28.61868916, 701.49876916, 26.48582216, 1.37606616, 1.67762516,  32.79084216, 129.85880116, 11.39556116, 0.71643216, 0.07580016, 171.23729916, 3095.49942816, 55.63721316, -0.50580216, -0.63494916, 78.69635016, 1052.18385616, 32.43738416, 0.25322016, -0.56281616, 5
6,  SC 5.20.JPG, 53.52396316, 1136.66388016, 33.71444616, 0.82073516, 0.20395616, 59.56228916, 1019.49513816, 31.92953416, 0.80983216, 0.34264016, 27.03272816, 503.36338516, 22.43576116, 1.76386516, 4.49925216,  40.26240916, 199.14924516, 14.11202516, 0.47412516, -0.20078516, 149.13367316, 2410.45173416, 49.09635216, -0.06195316, -0.71612516, 62.22027416, 1094.37886616, 33.08139816, 0.72250016, 0.08418316, 5
6,  SC 5.3.JPG, 61.87347916, 1562.47054216, 39.52809816, 0.56783416, -0.45570416, 71.42760516, 1226.89920416, 35.02712116, 0.46860816, -0.22999416, 25.54032716, 698.79973216, 26.43482016, 1.68464516, 2.91893816,  40.03451616, 181.23693316, 13.46242716, 0.27412816, -0.52257216, 176.67862616, 2686.47807216, 51.83124616, -0.45709516, -0.54417216, 75.27686916, 1367.50994616, 36.97985916, 0.39023716, -0.42797416, 5
6,  SC 5.4.JPG, 69.80207616, 1828.87196516, 42.76531316, 0.72328616, -0.23727516, 77.42305716, 1578.03441816, 39.72448116, 0.61756516, -0.29680316, 39.34275316, 765.64034916, 27.67020716, 1.29782016, 1.81768216,  40.69953716, 158.19184616, 12.57743416, 0.20175116, -0.45596116, 131.25692916, 2036.34275516, 45.12585516, 0.23175316, -0.40693716, 80.03055216, 1711.14980916, 41.36604716, 0.57871716, -0.40698516, 5
6,  SC 5.5.JPG, 64.87833816, 1387.68425716, 37.25163416, 0.79877016, 0.07618316, 71.09258816, 1110.17412216, 33.31927616, 0.81840516, 0.28154316, 32.86115816, 647.17360116, 25.43960716, 1.47315716, 2.42514316,  38.70194716, 189.55284716, 13.76781916, 0.36247616, -0.60504016, 148.96486216, 2361.78722816, 48.59822216, -0.03580016, -0.72747116, 75.03754816, 1240.43231516, 35.21977216, 0.73293916, 0.01521216, 5
6,  SC 5.6.JPG, 55.87861016, 1200.43527616, 34.64729816, 0.81012516, 0.02259516, 60.80775116, 1047.47450616, 32.36471116, 0.75171816, 0.08598016, 29.96299616, 549.77193416, 23.44721616, 1.59735216, 3.19943416,  39.80705116, 199.63034316, 14.12906016, 0.45408416, -0.17880016, 137.73094416, 2456.11138916, 49.55917116, 0.07566916, -0.66189816, 63.85762016, 1168.81596316, 34.18795116, 0.69774016, -0.11369416, 5
